lexical-category	english	norwegian	pronunciation	example_sentence	audio_file
verb	to transfer money	å overføre penger, overfører penger, overførte penger, har overført penger	/ˈoːʋərˌføːrə ˈpɛŋər/	Jeg overfører penger nå.	null
verb	to check balance	å sjekke saldo, sjekker saldo, sjekket saldo, har sjekket saldo	/ˈʂɛkːə ˈsɑldu/	Jeg sjekker saldoen.	null
verb	to block a card	å sperre kortet, sperrer kortet, sperret kortet, har sperret kortet	/ˈspærːə ˈkɔʈət/	Jeg må sperre kortet.	null
verb	to order a card	å bestille kort, bestiller kort, bestillte kort, har bestillt kort	/beˈstɪlə ˈkɔʈ/	Jeg bestiller nytt kort.	null
verb	to sign	å signere, signerer, signerte, har signert	/sɪɡˈneːrə/	Kan du signere her?	null
verb	to send a package	å sende en pakke, sender en pakke, sendet en pakke, har sendet en pakke	/ˈsɛnːə en ˈpɑkːə/	Jeg skal sende en pakke.	null
verb	to pick up a package	å hente en pakke, henter en pakke, hentet en pakke, har hentet en pakke	/ˈhɛnːtə en ˈpɑkːə/	Jeg henter en pakke i dag.	null
verb	to pay cash	å betale kontant, betaler kontant, betalte kontant, har betalt kontant	/bəˈtɑːlə kɔnˈtɑnt/	Kan jeg betale kontant?	null
verb	to exchange money	å veksle penger, veksler penger, vekslet penger, har vekslet penger	/ˈʋɛkslə ˈpɛŋər/	Jeg vil veksle penger.	null
adjective	open	åpen	/ˈoːpən/	Banken er åpen nå.	audio/forvo_no/no_pen_767361_001.mp3
adjective	closed	stengt	/stɛŋt/	Postkontoret er stengt.	audio/forvo_no/no_stengt_5026187_001.mp3
adjective	expensive	dyr	/dyːr/	Gebyret er dyrt.	audio/forvo_no/no_dyr_7295609_001.mp3
adjective	cheap	billig	/ˈbɪlːi/	Denne tjenesten er billig.	audio/forvo_no/no_billig_1066003_001.mp3
adjective	secure	sikker	/ˈsɪkːər/	Nettbanken er sikker.	audio/forvo_no/no_sikker_1365728_001.mp3
adjective	overdrawn	overtrukket	/ˈoːʋərˌtrʉkət/	Kontoen er overtrukket.	null
expression	I would like to open an account.	Jeg vil åpne en konto.	/jæɪ ʋɪl ˈoːpnə en ˈkɔntuː/	Jeg vil åpne en konto.	null
expression	What are your opening hours?	Hva er åpningstidene?	/ʋɑː ær ˈoːpnɪŋsˌtiːdənə/	Hva er åpningstidene i dag?	null
expression	I need a receipt.	Jeg trenger kvittering.	/jæɪ ˈtrɛŋər kʋɪˈteːrɪŋ/	Jeg trenger kvittering.	null
expression	Can I send this as registered mail?	Kan jeg sende dette som rekommandert?	/kɑn jæɪ ˈsɛnːə ˈdɛtə sɔm rekʊmɑnˈdeːʈ/	Kan jeg sende dette som rekommandert?	null
noun	registered mail	et rekommandert brev	/rekʊmɑnˈdeːʈ breːʋ/	Jeg vil sende et rekommandert brev.	null
noun	envelope	en konvolutt	/kɔnʋʊˈlʉt/	Jeg trenger en konvolutt.	null
noun	letter	et brev	/breːʋ/	Brevet ligger her.	audio/forvo_no/no_brev_4333972_001.mp3
noun	mailbox	en postkasse	/ˈpɔstˌkɑsə/	Postkassen er full.	null
noun	postal code	et postnummer	/ˈpɔstˌnʉmːər/	Hva er postnummeret?	audio/forvo_no/no_postnummer_2355939_001.mp3
noun	sender	en avsender	/ˈɑːʋˌsɛnːər/	Skriv avsenderen her.	audio/forvo_no/no_avsender_582516_001.mp3
noun	recipient	en mottaker	/ˈmɔtːɑːkər/	Mottakeren bor i Bergen.	audio/forvo_no/no_mottaker_1167382_001.mp3
noun	postage	en porto	/ˈpɔʈu/	Hvor mye koster porto?	audio/forvo_no/no_Porto_6089377_001.mp3
noun	parcel locker	en pakkeboks	/ˈpɑkːəˌbɔks/	Pakken er i pakkeboksen.	null
noun	tracking number	et sporingsnummer	/ˈspuːrɪŋsˌnʉmːər/	Sporingsnummeret står her.	null
noun	delivery	en levering	/ˈleːʋərɪŋ/	Leveringen kommer i morgen.	audio/forvo_no/no_levering_4758223_001.mp3
noun	customs station	en tollstasjon	/ˈtɔlˌstɑʃun/	Pakken stoppet på tollstasjonen.	null
noun	customs fee	et tollgebyr	/ˈtɔlːɡəˌbyːr/	Jeg må betale tollgebyr.	null
noun	form	et skjema	/ˈʂeːmɑ/	Fyll ut skjemaet.	audio/forvo_no/no_skjema_3244036_001.mp3
noun	queue	en kø	/køː/	Det er lang kø.	null
noun	counter	en skranke	/ˈskrɑŋkə/	Skranken er der borte.	audio/forvo_no/no_skranke_6919240_001.mp3
verb	to fill in (a form)	å fylle ut, fyller ut, fyllte ut, har fyllt ut	/ˈfʏlːə ʉːt/	Du må fylle ut skjemaet.	audio/forvo_no/no_fylle_ut_1504014_001.mp3
verb	to sign for	å kvittere, kvitterer, kvitterte, har kvittert	/kʋɪˈteːrə/	Du må kvittere for pakken.	null
verb	to post	å poste, poster, postet, har postet	/ˈpɔstːə/	Jeg poster brevet nå.	null
adjective	registered	rekommandert	/rekʊmɑnˈdeːʈ/	Det er et rekommandert brev.	audio/forvo_no/no_rekommandert_6090232_001.mp3
adjective	delivered	levert	/ˈleːʋəʈ/	Pakken er levert.	audio/forvo_no/no_levert_1225601_001.mp3
expression	I want to withdraw cash.	Jeg vil ta ut kontanter.	/jæɪ ʋɪl tɑ ʉːt kɔnˈtɑntər/	Jeg vil ta ut kontanter.	null
expression	Where is the post office?	Hvor er postkontoret?	/ʋuːr ær ˈpɔstˌkɔntuːrət/	Hvor er postkontoret?	null
noun	BankID	en BankID	/ˈbɑŋkˌiːd/	Jeg bruker BankID.	null
noun	loan application	en lånesøknad	/ˈloːnəˌsøːknɑːd/	Jeg sendte en lånesøknad.	null
noun	interest rate	en rentesats	/ˈrɛntəˌsɑts/	Rentesatsen er høy.	null
noun	post office box	en postboks	/ˈpɔstˌbɔks/	Vi har postboks.	audio/forvo_no/no_postboks_4758334_001.mp3
expression	I need help with online banking.	Jeg trenger hjelp med nettbanken.	/jæɪ ˈtrɛŋər jɛlp meː ˈnɛtːˌbɑŋkən/	Jeg trenger hjelp med nettbanken.	null
