lexical-category	english	norwegian	pronunciation	example_sentence	audio_file
verb	to pay	å betale, betaler, betalte, har betalt	/beˈtɑːlə/	Jeg betaler med kort.	audio/forvo_no/no_betale_3819645_001.mp3
verb	to exchange	å bytte, bytter, byttet, har byttet	/ˈbʏtə/	Jeg vil bytte størrelse.	null
verb	to refund	å refundere, refunderer, refunderte, har refundert	/ˌrɛfʉnˈdeːrə/	De refunderer beløpet.	audio/forvo_no/no_refundere_8261859_001.mp3
verb	to fit	å passe, passer, passet, har passet	/ˈpɑsːə/	Skoene passer.	audio/forvo_no/no_passe_5026047_001.mp3
verb	to be too big	å være for stor, er for stor, var for stor, har vært for stor	/ˈʋæːrə fɔr stuːr/	Den er for stor.	null
verb	to be too small	å være for liten, er for liten, var for liten, har vært for liten	/ˈʋæːrə fɔr ˈliːtən/	Den er for liten.	null
adjective	new	ny	/nyː/	Denne er helt ny.	audio/forvo_no/no_ny_2331019_001.mp3
adjective	used	brukt	/brʉkt/	Den er brukt.	audio/forvo_no/no_brukt_1167118_001.mp3
adjective	comfortable	behagelig	/bəˈhɑːɡəlɪ/	Den er behagelig.	audio/forvo_no/no_behagelig_582464_001.mp3
adjective	uncomfortable	ubehagelig	/ˈʉːbəˌhɑːɡəlɪ/	Den er ubehagelig.	audio/forvo_no/no_ubehagelig_5026184_001.mp3
adjective	light	lett	/lɛt/	Jakken er lett.	audio/forvo_no/no_lett_4331653_001.mp3
adjective	heavy	tung	/tʉŋ/	Jakken er tung.	audio/forvo_no/no_tung_1671619_001.mp3
adjective	warm	varm	/ʋɑrm/	Genseren er varm.	audio/forvo_no/no_varm_805127_001.mp3
adjective	waterproof	vanntett	/ˈʋɑnːtɛt/	Jakken er vanntett.	null
adjective	striped	stripete	/ˈstrɪpətə/	Den er stripete.	audio/forvo_no/no_stripete_2335170_001.mp3
adjective	plain	ensfarget	/ˈeːnsˌfɑrɡət/	Jeg vil ha noe ensfarget.	audio/forvo_no/no_ensfarget_4551574_001.mp3
expression	Can I try this on?	Kan jeg prøve denne?	/kɑn jæɪ ˈprøːʋə ˈdɛnːə/	Kan jeg prøve denne?	null
expression	Do you have this in another color?	Har dere denne i en annen farge?	/hɑr ˈdeːrə ˈdɛnːə i en ˈɑnːən ˈfɑʁɡə/	Har dere denne i en annen farge?	null
expression	Is it on sale?	Er den på salg?	/æːr dɛn pɔː sɑl/	Er den på salg nå?	null
noun	brand	en merke	/ˈmærkə/	Hvilket merke er det?	audio/forvo_no/no_merke_4324848_001.mp3
noun	receipt email	en e-postkvittering	/ˈeːˌpɔstˌkʋɪˈteːrɪŋ/	Vil du ha e-postkvittering?	null
noun	gift card	en gavekort	/ˈɡɑːʋəˌkɔʈ/	Jeg vil kjøpe gavekort.	audio/forvo_no/no_gavekort_4330376_001.mp3
noun	cash register	en kasse	/ˈkɑsə/	Jeg betaler i kassa.	audio/forvo_no/no_kasse_1167215_001.mp3
noun	changing room	en prøverom	/ˈprøːʋəˌruːm/	Prøverommet er ledig.	audio/forvo_no/no_pr_verom_1562069_001.mp3
noun	season	en sesong	/seːˈsɔŋ/	Ny sesong nå.	null
noun	collection	en kolleksjon	/kʊˈlɛkʂuːn/	Ny kolleksjon er her.	null
verb	to check the size	å sjekke størrelsen, sjekker størrelsen, sjekket størrelsen, har sjekket størrelsen	/ˈʂɛkːə ˈstøːʂəlsən/	Jeg sjekker størrelsen.	null
verb	to look around	å se rundt, ser rundt, så rundt, har sett rundt	/seː rʉnt/	Jeg ser litt rundt.	null
adjective	stylish	stilig	/ˈstiːli/	Den er stilig.	audio/forvo_no/no_stilig_4758502_001.mp3
adjective	classic	klassisk	/ˈklɑsɪsk/	Det er en klassisk jakke.	null
adjective	casual	uformell	/ˈʉːfɔrˌmɛl/	Jeg vil ha noe uformelt.	audio/forvo_no/no_uformell_4322152_001.mp3
adjective	formal	formell	/fɔrˈmɛl/	Jeg trenger noe formelt.	audio/forvo_no/no_formell_4746773_001.mp3
expression	I'll take it.	Jeg tar den.	/jæɪ tɑ dɛn/	Jeg tar den.	null
expression	It's too expensive.	Den er for dyr.	/dɛn ær fɔr dyːr/	Den er for dyr.	null
expression	Do you accept returns?	Godtar dere retur?	/ˈɡuːdtɑr ˈdeːrə reˈtʉːr/	Godtar dere retur?	null
expression	Can I get a refund?	Kan jeg få pengene tilbake?	/kɑn jæɪ foː ˈpɛŋənə tɪlˈbɑːkə/	Kan jeg få pengene tilbake?	null
noun	sale rack	et salgstativ	/ˈsɑlɡˌstɑtiːʋ/	Salgstativet er her.	null
noun	exchange receipt	en byttelapp	/ˈbʏtːəˌlɑp/	Jeg har byttelapp.	null
noun	sleeve	en erm	/æɾm/	Ermen er for lang.	null
noun	collar	en krage	/ˈkrɑːɡə/	Kragen er stiv.	audio/forvo_no/no_krage_3147871_001.mp3
verb	to fold	å brette, bretter, brettet, har brettet	/ˈbrɛtːə/	Jeg bretter genseren.	null
verb	to hang	å henge, henger, henget, har henget	/ˈhɛŋə/	Kan du henge den?	audio/forvo_no/no_henge_1063815_001.mp3
adjective	too long	for lang	/fɔr lɑŋ/	Buksen er for lang.	null
expression	Can I exchange this?	Kan jeg bytte denne?	/kɑn jæɪ ˈbʏtə ˈdɛnːə/	Kan jeg bytte denne?	null
noun	zipper	en glidelås	/ˈɡliːdəˌloːs/	Glidelåsen er ødelagt.	null
noun	button	en knapp	/knɑp/	Det mangler en knapp.	audio/forvo_no/no_knapp_2354775_001.mp3
