lexical-category	english	norwegian	pronunciation	example_sentence	audio_file
noun	budget	et budsjett	/bʉˈʂɛt/	Budsjettet er godkjent.	audio/forvo_no/no_Budsjett_2364321_001.mp3
noun	expense	en utgift	/ˈʉːtɡɪft/	Dette er en utgift.	null
noun	approval	en godkjenning	/ˈɡuːdˌçɛnɪŋ/	Vi trenger godkjenning.	null
noun	contract	en kontrakt	/kɔnˈtrɑkt/	Kontrakten er klar.	audio/forvo_no/no_kontrakt_4322663_001.mp3
noun	policy	en retningslinje	/ˈrɛtniŋsˌlɪnjə/	Les retningslinjene.	audio/forvo_no/no_retningslinje_4322365_001.mp3
noun	meeting invite	en møteinnkalling	/ˈmøːtəˌɪnːkɑlɪŋ/	Møteinnkallingen er sendt.	null
noun	calendar	en kalender	/kɑˈlɛnːdər/	Kalenderen er full.	null
noun	schedule	en tidsplan	/ˈtiːdsˌplɑːn/	Tidsplanen er stram.	null
noun	overtime	en overtid	/ˈoːʋərtiːd/	Jeg jobber overtid.	null
noun	break	en pause	/ˈpæʉsə/	Vi tar en pause.	null
noun	lunch	en lunsj	/lʉnʂ/	Lunsj er klokka tolv.	audio/forvo_no/no_lunsj_152553_001.mp3
noun	coffee	en kaffe	/ˈkɑfːə/	Jeg tar en kaffe.	audio/forvo_no/no_kaffe_152355_001.mp3
noun	office supply	en kontorrekvisitt	/kɔnˈtuːrˌrɛkʋɪˌsiːtɑ/	Vi trenger en kontorrekvisitt.	null
noun	pen	en penn	/pɛn/	Jeg trenger en penn.	null
noun	notebook	ei notatbok	/nʊˈtɑːtbuːk/	Notatboka er full.	audio/forvo_no/no_notatbok_6474605_001.mp3
noun	paper	en papir	/pɑˈpiːr/	Skriveren er tom for papir.	audio/forvo_no/no_papir_7666952_001.mp3
noun	printer	en skriver	/ˈskriːʋər/	Skriveren fungerer igjen.	audio/forvo_no/no_skriver_4342531_001.mp3
noun	scanner	en skanner	/ˈskɑnːər/	Skanneren er opptatt.	audio/forvo_no/no_skanner_5950763_001.mp3
noun	copy	en kopi	/ˈkuːpi/	Jeg trenger en kopi.	null
noun	file	en fil	/fiːl/	Jeg lagrer filen.	null
noun	folder	en mappe	/ˈmɑpːə/	Legg filen i mappa.	audio/forvo_no/no_Mappe_4748453_001.mp3
noun	document	et dokument	/dɔkʉˈmɛnt/	Dokumentet er klart.	audio/forvo_no/no_dokument_2901876_001.mp3
noun	spreadsheet	et regneark	/ˈræɪnəˌɑʈk/	Regnearket er oppdatert.	audio/forvo_no/no_regneark_6333889_001.mp3
noun	presentation file	en presentasjonsfil	/prɛsɛntɑˈʂuːnsˌfiːl/	Presentasjonsfilen er klar.	null
noun	deadline	en frist	/frɪst/	Fristen er i morgen.	audio/forvo_no/no_Frist_6914564_001.mp3
noun	feedback	en tilbakemelding	/ˈtɪlbɑːkəˌmɛldɪŋ/	Kan du gi tilbakemelding?	null
noun	issue	et problem	/prʊˈbleːm/	Det er et problem.	audio/forvo_no/no_problem_2905509_001.mp3
noun	solution	en løsning	/ˈløːsnɪŋ/	Vi finner en løsning.	audio/forvo_no/no_l_sning_4344208_001.mp3
noun	phone call	et telefonmøte	/ˈtɛləˌfuːnˌmøːtə/	Jeg har et telefonmøte.	null
noun	video call	et videomøte	/ˈʋɪdiʊˌmøːtə/	Vi tar et videomøte.	null
verb	to start	å starte, starter, startet, har startet	/ˈstɑʈtə/	Vi starter møtet.	audio/forvo_no/no_starte_2345994_001.mp3
verb	to finish	å avslutte, avslutter, avsluttet, har avsluttet	/ˈɑːʋslʉtːə/	Vi avslutter møtet.	audio/forvo_no/no_avslutte_1091403_001.mp3
verb	to send	å sende, sender, sendet, har sendet	/ˈsɛnːə/	Jeg sender e-posten.	audio/forvo_no/no_sende_3243559_001.mp3
verb	to reply	å svare, svarer, svarte, har svart	/ˈsʋɑːrə/	Jeg svarer senere.	audio/forvo_no/no_svare_1331464_001.mp3
verb	to forward	å videresende, videresender, videresendte, har videresendt	/ˈʋiːdərəˌsɛnːə/	Jeg videresender e-posten.	null
verb	to attach	å legge ved, legger ved, la ved, har lagt ved	/ˈlɛɡːə ʋeːd/	Jeg legger ved filen.	null
verb	to print	å skrive ut, skriver ut, skrev ut, har skrevet ut	/ˈskriːʋə ʉːt/	Jeg skriver ut rapporten.	audio/forvo_no/no_skrive_ut_1331462_001.mp3
verb	to scan	å skanne, skanner, skannet, har skannet	/ˈskɑnːə/	Jeg skanner kontrakten.	audio/forvo_no/no_skanne_5950762_001.mp3
verb	to sign	å signere, signerer, signerte, har signert	/sɪɡˈneːrə/	Kan du signere her?	null
verb	to approve	å godkjenne, godkjenner, godkjennte, har godkjennt	/ˈɡuːdˌçɛnːə/	Lederen må godkjenne.	audio/forvo_no/no_godkjenne_7666957_001.mp3
verb	to review	å gå gjennom, går gjennom, gikk gjennom, har gått gjennom	/ɡoː ˈjɛnːəm/	Vi går gjennom rapporten.	null
verb	to present	å presentere, presenterer, presenterte, har presentert	/prɛsɛnˈteːrə/	Jeg presenterer planen.	audio/forvo_no/no_presentere_2330526_001.mp3
verb	to plan	å planlegge, planlegger, planla, har planlagt	/ˈplɑnˌleɡə/	Vi planlegger neste uke.	audio/forvo_no/no_planlegge_2474529_001.mp3
verb	to prioritize	å prioritere, prioriterer, prioriterte, har prioritert	/prɪɔrɪˈteːrə/	Vi prioriterer oppgavene.	audio/forvo_no/no_prioritere_2330503_001.mp3
verb	to submit	å levere, leverer, leverte, har levert	/ləˈʋeːrə/	Jeg leverer rapporten.	audio/forvo_no/no_levere_5026234_001.mp3
adjective	important	viktig	/ˈʋɪktɪ/	Dette er viktig.	audio/forvo_no/no_viktig_800691_001.mp3
adjective	urgent	haster	/ˈhɑstər/	Det haster.	audio/forvo_no/no_haster_4705729_001.mp3
adjective	available	ledig	/ˈleːdi/	Jeg er ledig nå.	audio/forvo_no/no_ledig_4331367_001.mp3
adjective	busy	opptatt	/ˈɔpːtɑt/	Jeg er opptatt.	audio/forvo_no/no_opptatt_1951848_001.mp3
adjective	delayed	forsinket	/fɔˈʂɪŋkət/	Prosjektet er forsinket.	null
adjective	ready	klar	/klɑːr/	Rapporten er klar.	audio/forvo_no/no_klar_743161_001.mp3
expression	Can you send me the file?	Kan du sende meg filen?	/kɑn dʉ ˈsɛnːə mæɪ ˈfiːlən/	Kan du sende meg filen?	null
expression	Let's schedule a meeting.	La oss planlegge et møte.	/lɑ ɔs ˈplɑnˌleɡə et ˈmøːtə/	La oss planlegge et møte.	null
expression	I will get back to you.	Jeg kommer tilbake til deg.	/jæɪ ˈkɔmːər tɪlˈbɑːkə tɪl dæɪ/	Jeg kommer tilbake til deg.	null
noun	business trip	en jobbreise	/ˈjɔbːˌræɪsə/	Jeg er på jobbreise.	null
noun	training	en opplæring	/ˈɔpːlɛːrɪŋ/	Jeg får opplæring.	audio/forvo_no/no_oppl_ring_3664042_001.mp3
noun	onboarding	en introduksjon	/ɪntrʉˈdʉkʂuːn/	Vi har introduksjon i dag.	audio/forvo_no/no_introduksjon_4761404_001.mp3
noun	workspace	en arbeidsplass	/ˈɑːrbæɪdsˌplɑs/	Arbeidsplassen min er her.	audio/forvo_no/no_arbeidsplass_3740026_001.mp3
verb	to take notes	å ta notater, tar notater, tok notater, har tatt notater	/tɑ nuˈtɑːtər/	Jeg tar notater.	null
verb	to take a break	å ta en pause, tar en pause, tok en pause, har tatt en pause	/tɑ en ˈpæʉsə/	Jeg tar en pause.	null
adjective	professional	profesjonell	/prʊfɛʂuˈnɛl/	Det er en profesjonell tone.	audio/forvo_no/no_profesjonell_5026160_001.mp3
expression	Can we move the deadline?	Kan vi flytte fristen?	/kɑn vi ˈflʏtə ˈfrɪstən/	Kan vi flytte fristen?	null
expression	Please review this.	Vennligst se over dette.	/ˈʋɛnːlɪst seː ˈoːʋər ˈdɛtə/	Vennligst se over dette.	null
noun	meeting link	en møtelenke	/ˈmøːtəˌlɛŋkə/	Send møtelenken.	null
noun	action item	et oppfølgingspunkt	/ˈɔpːfœlɪŋsˌpʉŋkt/	Vi har et oppfølgingspunkt.	null
noun	status update	en statusoppdatering	/ˈstɑtʉsˌɔpːdɑteːrɪŋ/	Gi en statusoppdatering.	null
noun	sick leave	en sykmelding	/ˈsyːkmɛldɪŋ/	Jeg er sykmeldt i en uke.	audio/forvo_no/no_sykmelding_7714474_001.mp3
noun	vacation request	en feriesøknad	/ˈfeːriəˌsøːknɑːd/	Jeg sender feriesøknad.	null
verb	to update	å oppdatere, oppdaterer, oppdaterte, har oppdatert	/ˈɔpːdɑteːrə/	Jeg oppdaterer dokumentet.	null
verb	to cancel	å avlyse, avlyser, avlyste, har avlyst	/ˈɑːʋlyːsə/	Vi må avlyse møtet.	audio/forvo_no/no_avlyse_1091391_001.mp3
adjective	flexible	fleksibel	/flɛkˈsiːbəl/	Jeg har fleksibel tid.	audio/forvo_no/no_fleksibel_4328562_001.mp3
expression	Can we move the meeting?	Kan vi flytte møtet?	/kɑn vi ˈflʏtə ˈmøːtət/	Kan vi flytte møtet til i morgen?	null
