lexical-category	english	norwegian	pronunciation	example_sentence	audio_file
noun	bike	en sykkel	/ˈsʏkəl/	Jeg sykler til jobb.	docs/assets/audio/forvo_no/no_sykkel_222991_001.mp3
noun	fare	en takst	/tɑkst/	Taksten er høy i dag.	null
noun	zone	en sone	/ˈsuːnə/	Jeg reiser i sone 1.	null
noun	transfer ticket	en byttebillett	/ˈbʏtəˌbɪlɛt/	Byttebilletten gjelder 90 minutter.	null
noun	single ticket	en enkeltbillett	/ˈɛŋkəlˌbɪlɛt/	Jeg kjøper en enkeltbillett.	docs/assets/audio/forvo_no/no_enkeltbillett_6473545_001.mp3
noun	monthly pass	en månedsbillett	/ˈmɔːnədsbɪˌlɛt/	Månedsbilletten er billigere.	null
noun	student ticket	en studentbillett	/stʉˈdeːntbɪˌlɛt/	Studentbilletten er rimelig.	null
noun	child ticket	en barnebillett	/ˈbɑːrnəˌbɪlɛt/	Barn reiser med barnebillett.	docs/assets/audio/forvo_no/no_barnebillett_4329053_001.mp3
noun	conductor	en konduktør	/kɔnˈdʉkːtøːr/	Konduktøren kontrollerer billetter.	docs/assets/audio/forvo_no/no_kondukt_r_2355921_001.mp3
noun	inspector	en kontrollør	/kʊnˈtrɔlːøːr/	Kontrolløren sjekker kort.	null
noun	bus stop	et busstopp	/ˈbʉsːtɔp/	Neste busstopp er her.	docs/assets/audio/forvo_no/no_busstopp_2331591_001.mp3
noun	route	en linje	/ˈlɪnːjə/	Hvilken linje tar vi?	docs/assets/audio/forvo_no/no_linje_3828160_001.mp3
noun	line number	et linjenummer	/ˈlɪnːjəˌnʉmːər/	Linjenummeret står på skiltet.	null
noun	destination	en destinasjon	/dɛstɪnɑˈʂuːn/	Destinasjonen er Bergen.	docs/assets/audio/forvo_no/no_destinasjon_5809984_001.mp3
noun	terminal	en terminal	/tærmɪˈnɑːl/	Vi møtes ved terminalen.	null
noun	entrance	en inngang	/ˈɪnːɡɑŋ/	Inngangen er der borte.	docs/assets/audio/forvo_no/no_inngang_2330513_001.mp3
noun	exit	en utgang	/ˈʉːtɡɑŋ/	Utgangen er på høyre side.	docs/assets/audio/forvo_no/no_utgang_5643957_001.mp3
noun	staircase	en trapp	/trɑp/	Ta trappa opp.	docs/assets/audio/forvo_no/no_trapp_1034462_001.mp3
noun	escalator	en rulletrapp	/ˈrʉlːəˌtrɑp/	Rulletrappen er stengt.	docs/assets/audio/forvo_no/no_rulletrapp_4551575_001.mp3
noun	elevator	en heis	/hæɪs/	Heisen er på enden.	docs/assets/audio/forvo_no/no_heis_6011227_001.mp3
noun	platform number	et plattformnummer	/ˈplɑtfɔʈmˌnʉmːər/	Plattformnummeret står på tavla.	null
noun	screen	en skjerm	/ʂjærm/	Skjermen viser avgangene.	docs/assets/audio/forvo_no/no_skjerm_1432370_001.mp3
noun	departure	en avgang	/ˈɑːʋɡɑŋ/	Avgangen er forsinket.	docs/assets/audio/forvo_no/no_avgang_583022_001.mp3
noun	arrival	en ankomst	/ˈɑnˌkɔmst/	Ankomsten er klokka ni.	docs/assets/audio/forvo_no/no_ankomst_583038_001.mp3
noun	delay	en forsinkelse	/fɔˈʂɪŋkəlsə/	Det er en forsinkelse.	docs/assets/audio/forvo_no/no_forsinkelse_1819126_001.mp3
noun	track	en spor	/spuːr/	Toget går fra spor 4.	docs/assets/audio/forvo_no/no_spor_691834_001.mp3
noun	platform edge	en perrong	/pæˈrɔŋ/	Stå bak den gule linjen på perrongen.	docs/assets/audio/forvo_no/no_perrong_1805782_001.mp3
noun	sign	et skilt	/ʂɪlt/	Skiltet viser veien.	docs/assets/audio/forvo_no/no_skilt_2614001_001.mp3
noun	map	et kart	/kɑʈ/	Kartet henger her.	null
noun	traffic	en trafikk	/ˈtrɑfɪk/	Det er mye trafikk.	docs/assets/audio/forvo_no/no_trafikk_1616662_001.mp3
noun	intersection	et kryss	/krʏs/	Vi stopper i krysset.	docs/assets/audio/forvo_no/no_kryss_2588998_001.mp3
noun	crosswalk	et fotgjengerfelt	/ˈfuːtˌjɛŋərfɛlt/	Gå over fotgjengerfeltet.	docs/assets/audio/forvo_no/no_fotgjengerfelt_2354766_001.mp3
noun	bike lane	et sykkelfelt	/ˈsʏkːəlˌfɛlt/	Sykkelfeltet er til venstre.	docs/assets/audio/forvo_no/no_sykkelfelt_6088855_001.mp3
noun	helmet	en hjelm	/jɛlm/	Bruk hjelm på sykkel.	docs/assets/audio/forvo_no/no_Hjelm_7321316_001.mp3
noun	parking spot	en parkeringsplass	/ˈpɑrˌkeːrɪŋsˌplɑs/	Parkeringsplassen er full.	docs/assets/audio/forvo_no/no_parkeringsplass_5643948_001.mp3
noun	parking ticket	en parkeringsbot	/pɑrˈkeːrɪŋsbuːt/	Han fikk parkeringsbot.	null
noun	taxi	en taxi	/ˈtɑkːsi/	Vi tar taxi hjem.	docs/assets/audio/forvo_no/no_taxi_3243291_001.mp3
noun	taxi stand	en taxiholdeplass	/ˈtɑkːsɪˌhɔldəplɑs/	Taxiholdeplassen er utenfor.	null
noun	ferry	en ferge	/ˈfæʁɡə/	Fergen går hver time.	docs/assets/audio/forvo_no/no_ferge_293686_001.mp3
noun	boat	en båt	/boːt/	Vi tar båt til øya.	docs/assets/audio/forvo_no/no_b_t_293631_001.mp3
noun	car	en bil	/biːl/	Bilen er parkert her.	docs/assets/audio/forvo_no/no_bil_4322167_001.mp3
noun	car share	en bildeling	/ˈbiːlˌdeːlɪŋ/	Bildeling er praktisk.	null
noun	rental car	en leiebil	/ˈlæɪəbɪl/	Vi leier en bil.	null
noun	fuel	en bensin	/bɛnˈsiːn/	Bensinen er dyr.	docs/assets/audio/forvo_no/no_bensin_582454_001.mp3
noun	gas station	en bensinstasjon	/bɛnˈsiːnˌstɑʂuːn/	Vi stopper på bensinstasjonen.	docs/assets/audio/forvo_no/no_bensinstasjon_1363391_001.mp3
noun	seat	et sete	/ˈseːtə/	Setet er ledig.	null
noun	seat belt	et sikkerhetsbelte	/ˈsɪkːərheːtsˌbɛltə/	Ta på sikkerhetsbeltet.	docs/assets/audio/forvo_no/no_sikkerhetsbelte_2331590_001.mp3
noun	speed	en hastighet	/hɑˈstiːheːt/	Hastigheten er 50.	docs/assets/audio/forvo_no/no_hastighet_4328543_001.mp3
noun	speed limit	en hastighetsgrense	/ˈhɑstiheːtsˌɡrɛnsə/	Hastighetsgrensen er 60.	null
verb	to board	å gå om bord, går om bord, gikk om bord, har gått om bord	/ɡoː ɔm buːr/	Vi går om bord nå.	null
verb	to get on	å gå på, går på, gikk på, har gått på	/ɡoː pɔː/	Vi går på bussen.	null
verb	to get off	å gå av, går av, gikk av, har gått av	/ɡoː ɑːʋ/	Vi går av ved neste stopp.	docs/assets/audio/forvo_no/no_g__av_1630177_001.mp3
verb	to validate	å stemple, stempler, stemplet, har stemplet	/ˈstɛmplə/	Husk å stemple billetten.	docs/assets/audio/forvo_no/no_stemple_4761497_001.mp3
verb	to check in	å sjekke inn, sjekker inn, sjekket inn, har sjekket inn	/ˈʂɛkːə ɪn/	Du må sjekke inn på bussen.	docs/assets/audio/forvo_no/no_sjekke_inn_2904450_001.mp3
verb	to check out	å sjekke ut, sjekker ut, sjekket ut, har sjekket ut	/ˈʂɛkːə ʉːt/	Ikke glem å sjekke ut.	docs/assets/audio/forvo_no/no_sjekke_ut_2904449_001.mp3
verb	to miss	å misse, misser, misset, har misset	/ˈmɪsə/	Vi misser toget.	null
verb	to cancel	å avlyse, avlyser, avlyste, har avlyst	/ˈɑːʋlyːsə/	Avgangen er avlyst.	docs/assets/audio/forvo_no/no_avlyse_1091391_001.mp3
verb	to drive	å kjøre, kjører, kjørte, har kjørt	/ˈçøːrə/	Jeg kjører til jobb.	null
verb	to walk	å gå, går, gikk, har gått	/ɡoː/	Vi går til stasjonen.	docs/assets/audio/forvo_no/no_g_82348_001.mp3
verb	to ride	å sykle, sykler, syklet, har syklet	/ˈsʏkːlə/	Hun sykler til skolen.	docs/assets/audio/forvo_no/no_sykle_2902019_001.mp3
adjective	crowded	fullt	/fʉlt/	Bussen er full.	docs/assets/audio/forvo_no/no_fullt_1630176_001.mp3
adjective	empty	tom	/tɔm/	Vogna er tom.	docs/assets/audio/forvo_no/no_Tom_4167821_001.mp3
adjective	available	ledig	/ˈleːdi/	Det er et ledig sete.	docs/assets/audio/forvo_no/no_ledig_4331367_001.mp3
adjective	closed	stengt	/stɛŋt/	Heisen er stengt.	docs/assets/audio/forvo_no/no_stengt_5026187_001.mp3
adjective	open	åpen	/ˈoːpən/	Inngangen er åpen.	docs/assets/audio/forvo_no/no_pen_767361_001.mp3
adjective	safe	trygg	/trʏɡ/	Det er trygt her.	docs/assets/audio/forvo_no/no_trygg_767365_001.mp3
expression	Which platform?	Hvilken plattform?	/ˈʋɪlkən ˈplɑtfɔʈm/	Hvilken plattform går toget fra?	null
expression	Where do I change?	Hvor må jeg bytte?	/ʋuːr mɔː jæɪ ˈbʏtə/	Hvor må jeg bytte?	null
expression	Does this go to ...?	Går denne til ...?	/ɡoːr ˈdɛnːə tɪl/	Går denne til sentrum?	null
expression	Is this seat free?	Er dette setet ledig?	/æːr ˈdɛtə ˈseːtə leːdi/	Er dette setet ledig?	null
expression	I need to get off at ...	Jeg må gå av på ...	/jæɪ mɔː ɡoː ɑːʋ pɔː/	Jeg må gå av på Majorstuen.	null
expression	How long does it take?	Hvor lang tid tar det?	/ʋuːr lɑŋ tiːd tɑr deː/	Hvor lang tid tar det til flyplassen?	null
noun	ticket machine	en billettautomat	/bɪˈlɛtːʉˌmɑːt/	Jeg kjøper billett i automaten.	docs/assets/audio/forvo_no/no_billettautomat_2355930_001.mp3
noun	app	en app	/ɑp/	Jeg kjøper billett i appen.	docs/assets/audio/forvo_no/no_app_6466993_001.mp3
noun	QR code	en QR-kode	/kuːˈɑːr ˈkuːdə/	Vis QR-koden ved kontroll.	null
noun	round trip	en returbillett	/ˈreːtʉrˌbɪlɛt/	Jeg trenger en returbillett.	docs/assets/audio/forvo_no/no_returbillett_3407837_001.mp3
noun	traffic jam	en kø	/køː/	Det er kø i trafikken.	null
noun	weekday	en ukedag	/ˈʉːkəˌdɑːɡ/	Rutetabellen er annerledes på ukedager.	docs/assets/audio/forvo_no/no_ukedag_2474348_001.mp3
noun	weekend	en helg	/hɛlɡ/	Det går færre busser i helgen.	docs/assets/audio/forvo_no/no_Helg_2187486_001.mp3
noun	scooter	en sparkesykkel	/ˈspɑrkəˌsʏkːəl/	Vi bruker sparkesykkel til sentrum.	docs/assets/audio/forvo_no/no_sparkesykkel_6057475_001.mp3
noun	bike share	en sykkeldeling	/ˈsʏkːəlˌdeːlɪŋ/	Sykkeldeling er praktisk.	null
verb	to park	å parkere, parkerer, parkerte, har parkert	/pɑrˈkeːrə/	Jeg parkerer bilen her.	null
noun	bus lane	et bussfelt	/ˈbʉsːˌfɛlt/	Bussfeltet er til venstre.	docs/assets/audio/forvo_no/no_bussfelt_6049732_001.mp3
noun	timetable	en avgangstid	/ˈɑːʋɡɑŋsˌtiːd/	Avgangstiden er 08:10.	docs/assets/audio/forvo_no/no_avgangstid_2331611_001.mp3
noun	ticket inspector	en billettkontrollør	/bɪˈlɛtːkɔnˌtrɔlːøːr/	Billettkontrolløren sjekker.	docs/assets/audio/forvo_no/no_billettkontroll_r_2355927_001.mp3
noun	seat reservation	en setereservasjon	/ˈseːtəˌresɛrʋɑˈʂuːn/	Vi har setereservasjon.	null
noun	delay message	en forsinkelsesmelding	/fɔˈʂɪŋkəlsəsˌmɛldɪŋ/	Det kom en forsinkelsesmelding.	null
verb	to ask for directions	å spørre om veien, spør om veien, spurte om veien, har spurt om veien	/ˈspøːrə ɔm ˈʋæɪən/	Jeg spør om veien.	null
adjective	on time	i rute	/i ˈrʉːtə/	Toget er i rute.	null
expression	Where is the bus stop?	Hvor er busstoppet?	/ʋuːr ær ˈbʉsːtɔpət/	Hvor er busstoppet?	null
