lexical-category	english	norwegian	pronunciation	example_sentence	audio_file
noun	microphone	en mikrofon	/ˈmɪkrʊˌfuːn/	Mikrofonen virker ikke.	audio/forvo_no/no_mikrofon_214810_001.mp3
noun	call	en samtale	/ˈsɑmːtɑːlə/	Vi har en samtale nå.	audio/forvo_no/no_samtale_743141_001.mp3
noun	missed call	et tapt anrop	/tɑpt ˈɑnruːp/	Jeg har et tapt anrop.	null
noun	voicemail	en telefonsvarer	/ˈtɛləˌfuːnˌsʋɑːrər/	Jeg har en telefonsvarer.	audio/forvo_no/no_telefonsvarer_4551667_001.mp3
noun	contact list	en kontaktliste	/kɔnˈtɑktˌlɪstə/	Kontaktlisten er lang.	null
noun	SIM card	et SIM-kort	/ˈsɪmˌkɔʈ/	SIM-kortet fungerer ikke.	null
noun	subscription	et abonnement	/ɑbʊnəˈmɑŋ/	Jeg vil endre abonnementet.	audio/forvo_no/no_abonnement_7607816_001.mp3
noun	prepaid card	en kontantkort	/ˈkɔnːtɑnˌtɒʈ/	Jeg bruker kontantkort.	null
noun	plan	et abonnement	/ɑbʊnəˈmɑŋ/	Dette abonnementet er billig.	audio/forvo_no/no_abonnement_7607816_001.mp3
noun	data	en data	/ˈdɑːtɑ/	Jeg har brukt mye data.	audio/forvo_no/no_data_6056736_001.mp3
noun	data usage	en databruk	/ˈdɑːtɑˌbrʉːk/	Databruken er høy.	null
noun	data limit	en datagrense	/ˈdɑːtɑˌɡrɛnsə/	Datagrensen er nådd.	null
noun	roaming	en roaming	/ˈroːmɪŋ/	Roaming er dyrt.	null
noun	network	et nettverk	/ˈnɛtʋærk/	Nettverket er nede.	audio/forvo_no/no_nettverk_3964250_001.mp3
noun	coverage	en dekning	/ˈdeːkniŋ/	Dekningen er dårlig her.	audio/forvo_no/no_dekning_4747227_001.mp3
noun	signal strength	en signalstyrke	/sɪɡˈnɑːlˌstʏrkə/	Signalstyrken er svak.	null
noun	router	en ruter	/ˈrʉːtər/	Ruteren må restartes.	audio/forvo_no/no_ruter_2589961_001.mp3
noun	modem	et modem	/ˈmuːdɛm/	Modemet blinker.	audio/forvo_no/no_modem_5950774_001.mp3
noun	broadband	en bredbånd	/ˈbreːdˌbɔn/	Vi har bredbånd hjemme.	null
noun	fiber	en fiber	/ˈfiːbər/	Fiber er raskt.	audio/forvo_no/no_fiber_4761356_001.mp3
noun	mobile data	en mobildata	/ˈmuːbɪlˌdɑːtɑ/	Mobildata er på.	null
noun	hotspot	en hotspot	/ˈhɔtspɔt/	Jeg deler hotspot.	null
noun	airplane mode	en flymodus	/ˈflyːˌmuːdʉs/	Slå på flymodus.	null
noun	Bluetooth	en Bluetooth	/ˈbluːtʉːs/	Bluetooth er på.	null
noun	notification	en varsling	/ˈʋɑʂlɪŋ/	Jeg fikk en varsling.	audio/forvo_no/no_varsling_4758402_001.mp3
noun	update	en oppdatering	/ˈɔpːdɑteːrɪŋ/	En oppdatering er klar.	null
noun	backup	en sikkerhetskopi	/ˈsɪkːərheːtsˌkuːpi/	Jeg tar sikkerhetskopi.	null
noun	storage	en lagring	/ˈlɑːɡrɪŋ/	Jeg har lite lagring.	audio/forvo_no/no_lagring_2355384_001.mp3
noun	memory	et minne	/ˈmɪnːə/	Minnet er fullt.	null
noun	cloud	en sky	/ʂyː/	Alt ligger i skyen.	audio/forvo_no/no_sky_162685_001.mp3
noun	password	et passord	/ˈpɑsɔʈ/	Jeg har glemt passordet.	audio/forvo_no/no_passord_3243134_001.mp3
noun	username	et brukernavn	/ˈbrʉːkərˌnɑːʋn/	Brukernavnet mitt er opptatt.	audio/forvo_no/no_brukernavn_3964313_001.mp3
noun	security code	en sikkerhetskode	/ˈsɪkːərheːtsˌkuːdə/	Sikkerhetskoden kom på SMS.	null
noun	two-factor	en tofaktor	/ˈtuːˌfɑktʊr/	Jeg bruker tofaktor.	null
noun	link	en lenke	/ˈlɛŋkə/	Send meg lenken.	audio/forvo_no/no_lenke_2095050_001.mp3
noun	attachment	et vedlegg	/ˈʋeːdˌlɛɡ/	Vedlegget er stort.	audio/forvo_no/no_vedlegg_1747340_001.mp3
noun	download speed	en nedlastingshastighet	/ˈneːdˌlɑstɪŋsˌhɑstiheːt/	Hastigheten er lav.	null
noun	upload speed	en opplastingshastighet	/ˈɔpːlɑstɪŋsˌhɑstiheːt/	Opplastingen er treg.	null
verb	to call back	å ringe tilbake, ringer tilbake, ringte tilbake, har ringt tilbake	/ˈrɪŋə tɪlˈbɑːkə/	Jeg ringer tilbake.	null
verb	to answer	å svare, svarer, svarte, har svart	/ˈsʋɑːrə/	Kan du svare?	audio/forvo_no/no_svare_1331464_001.mp3
verb	to charge	å lade, lader, ladet, har ladet	/ˈlɑːdə/	Jeg lader mobilen.	audio/forvo_no/no_lade_4330537_001.mp3
verb	to plug in	å koble til, kobler til, koblet til, har koblet til	/ˈkɔbːlə tɪl/	Koble laderen til.	null
verb	to disconnect	å koble fra, kobler fra, koblet fra, har koblet fra	/ˈkɔbːlə frɑː/	Koble fra ruteren.	null
verb	to restart	å starte på nytt, starter på nytt, startet på nytt, har startet på nytt	/ˈstɑʈtə pɔː ˈnʏt/	Jeg starter ruteren på nytt.	null
verb	to log in	å logge inn, logger inn, logget inn, har logget inn	/ˈlɔɡːə ɪn/	Jeg logger inn.	null
verb	to log out	å logge ut, logger ut, logget ut, har logget ut	/ˈlɔɡːə ʉːt/	Jeg logger ut.	null
verb	to delete	å slette, sletter, slettet, har slettet	/ˈslɛtːə/	Jeg sletter appen.	audio/forvo_no/no_slette_1167055_001.mp3
verb	to install	å installere, installerer, installerte, har installert	/ɪnstɑˈleːrə/	Jeg installerer appen.	audio/forvo_no/no_installere_4746679_001.mp3
verb	to share	å dele, deler, delte, har delt	/ˈdeːlə/	Kan du dele Wi-Fi?	audio/forvo_no/no_dele_1068226_001.mp3
verb	to stream	å strømme, strømmer, strømmet, har strømmet	/ˈstrœmːə/	Jeg strømmer musikk.	null
verb	to browse	å surfe, surfer, surfet, har surfet	/ˈsʉrːfə/	Jeg surfer på nettet.	audio/forvo_no/no_surfe_4323027_001.mp3
adjective	offline	uten nett	/ˈʉːtən nɛt/	Jeg er uten nett.	null
adjective	online	på nett	/pɔː nɛt/	Jeg er på nett.	null
adjective	fast	rask	/rɑsk/	Nettet er raskt.	audio/forvo_no/no_rask_1708445_001.mp3
adjective	slow	treg	/treːɡ/	Nettet er tregt.	audio/forvo_no/no_treg_4748179_001.mp3
adjective	out of battery	tom for strøm	/tɔm fɔr strøm/	Telefonen er tom for strøm.	null
expression	Can you hear me?	Hører du meg?	/ˈhøːrər dʉ mæɪ/	Hører du meg nå?	null
expression	The connection is bad.	Forbindelsen er dårlig.	/ˈfɔrbɪnːəlsən ær ˈdɔrli/	Forbindelsen er dårlig.	null
expression	Can you send me the Wi-Fi password?	Kan du sende meg Wi-Fi-passordet?	/kɑn dʉ ˈsɛnːə mæɪ ˈʋiːfiˌpɑsɔʈət/	Kan du sende meg Wi-Fi-passordet?	null
expression	I have no signal.	Jeg har ingen dekning.	/jæɪ hɑr ˈɪŋən ˈdeːkniŋ/	Jeg har ingen dekning her.	null
noun	customer support	en kundestøtte	/ˈkʉnːdəˌstœtːə/	Kontakt kundestøtte.	null
noun	repair	en reparasjon	/reparɑˈʂuːn/	Telefonen trenger reparasjon.	audio/forvo_no/no_reparasjon_4764916_001.mp3
noun	warranty	en garanti	/ɡɑrɑnˈtiː/	Den er under garanti.	audio/forvo_no/no_garanti_4746835_001.mp3
noun	receipt	en kvittering	/kʋɪˈteːrɪŋ/	Jeg har kvittering.	audio/forvo_no/no_kvittering_4342473_001.mp3
noun	call time	en samtaletid	/ˈsɑmːtɑːləˌtiːd/	Samtaletiden er brukt.	null
noun	SMS	en SMS	/ɛsˌɛmˈɛs/	Jeg fikk en SMS.	audio/forvo_no/no_SMS_4742288_001.mp3
noun	MMS	en MMS	/ɛmˌɛmˈɛs/	MMS er gammelt.	null
noun	data package	en datapakke	/ˈdɑːtɑˌpɑkːə/	Jeg kjøper datapakke.	null
verb	to top up	å lade opp, lader opp, ladet opp, har ladet opp	/ˈlɑːdə ɔp/	Jeg lader opp kontantkortet.	null
verb	to mute	å skru av lyden, skrur av lyden, skrudde av lyden, har skrudd av lyden	/ˈskrʉː ɑːʋ ˈlyːdən/	Jeg skrur av lyden.	null
verb	to unmute	å skru på lyden, skrur på lyden, skrudde på lyden, har skrudd på lyden	/ˈskrʉː pɔː ˈlyːdən/	Jeg skrur på lyden.	null
adjective	unavailable	utilgjengelig	/ˈʉːtɪlˈjɛŋəlɪ/	Nettet er utilgjengelig.	audio/forvo_no/no_utilgjengelig_5941115_001.mp3
expression	My phone is broken.	Telefonen min er ødelagt.	/tɛləˈfuːnən mɪn ær ˈøːdəˌlɑkt/	Telefonen min er ødelagt.	null
expression	Can you call me?	Kan du ringe meg?	/kɑn dʉ ˈrɪŋə mæɪ/	Kan du ringe meg senere?	null
noun	charging cable	en ladekabel	/ˈlɑːdəˌkɑːbəl/	Jeg trenger en ladekabel.	null
noun	power bank	en powerbank	/ˈpɑʉərˌbɑŋk/	Powerbanken er tom.	null
noun	screen protector	en skjermbeskytter	/ˈʂjærmˌbeʂʏtːər/	Skjermbeskytteren er ripete.	null
noun	app store	en appbutikk	/ˈɑpːbʉˌtɪk/	Jeg finner den i appbutikken.	null
noun	browser	en nettleser	/ˈnɛtːˌleːsər/	Jeg bruker en annen nettleser.	audio/forvo_no/no_nettleser_4758082_001.mp3
verb	to turn on	å slå på, slår på, slo på, har slått på	/ˈsloː pɔː/	Slå på telefonen.	null
verb	to turn off	å slå av, slår av, slo av, har slått av	/ˈsloː ɑːʋ/	Slå av telefonen.	null
adjective	low battery	lite strøm	/ˈliːtə strøm/	Jeg har lite strøm.	null
expression	My internet is down.	Internettet er nede.	/ɪnˈtærnɛtːə ær ˈneːdə/	Internettet er nede hjemme.	null
