lexical-category	english	norwegian	pronunciation	example_sentence	audio_file
noun	instruction	en bruksanvisning	/ˈbrʉːksˌɑnʋiːsniŋ/	Les bruksanvisningen.	audio/forvo_no/no_bruksanvisning_1065719_001.mp3
noun	side effect	en bivirkning	/ˈbiːʋɪʈkniŋ/	Har medisinen en bivirkning?	audio/forvo_no/no_bivirkning_4747217_001.mp3
noun	allergy	en allergi	/ɑlɛrˈɡiː/	Jeg har allergi.	
noun	pollen	en pollen	/ˈpɔlːən/	Pollen er høyt nå.	audio/forvo_no/no_pollen_7482951_001.mp3
noun	mask	en maske	/ˈmɑskə/	Jeg trenger en maske.	audio/forvo_no/no_Maske_3986503_001.mp3
noun	hand sanitizer	en hånddesinfeksjon	/ˈhɔnːdɛsɪnˌfɛkʂuːn/	Hånddesinfeksjon står her.	
noun	glove	en hanske	/ˈhɑnskə/	Jeg trenger en hanske.	audio/forvo_no/no_Hanske_4761452_001.mp3
noun	cotton swab	en bomullspinne	/ˈbuːmʉlˌspɪnːə/	Ikke bruk bomullspinne i øret.	
noun	cold pack	en kuldepakning	/ˈkʉlːdəˌpɑkːnɪŋ/	Legg på en kuldepakning.	
noun	heat pack	en varmepakning	/ˈʋɑrməˌpɑkːnɪŋ/	En varmepakning hjelper.	
noun	crutch	en krykke	/ˈkrʏkːə/	Jeg trenger en krykke.	audio/forvo_no/no_krykke_856530_001.mp3
noun	support bandage	en støttebandasje	/ˈstœtːəˌbɑnˈdɑːʂə/	En støttebandasje for ankelen.	
verb	to take (medicine)	å ta, tar, tok, har tatt	/tɑː/	Ta medisinen etter mat.	audio/forvo_no/no_ta_743175_001.mp3
verb	to apply	å smøre, smører, smurte, har smurt	/ˈsmøːrə/	Smør kremen på huden.	
verb	to shake	å riste, rister, ristet, har ristet	/ˈrɪstə/	Rist flasken før bruk.	audio/forvo_no/no_riste_5025698_001.mp3
verb	to swallow	å svelge, svelger, svelget, har svelget	/ˈsʋɛlɡə/	Svelg tabletten hel.	audio/forvo_no/no_svelge_4758478_001.mp3
verb	to dissolve	å løse opp, løser opp, løste opp, har løst opp	/ˈløːsə ɔp/	La tabletten løse opp.	
verb	to measure dose	å måle dose, måler dose, målte dose, har målt dose	/ˈmoːlə ˈduːsə/	Mål riktig dose.	
verb	to read instructions	å lese bruksanvisningen, leser bruksanvisningen, leste bruksanvisningen, har lest bruksanvisningen	/ˈleːsə ˈbrʉːksˌɑnʋiːsniŋən/	Les bruksanvisningen nøye.	
adjective	prescription	reseptbelagt	/reˈsɛptbəˌlɑkt/	Dette er reseptbelagt.	
adjective	over-the-counter	reseptfri	/reˈsɛptfriː/	Det er reseptfri medisin.	audio/forvo_no/no_reseptfri_6463567_001.mp3
adjective	effective	effektiv	/əˈfɛktɪʋ/	Dette er effektivt.	audio/forvo_no/no_effektiv_5941212_001.mp3
adjective	mild	mild	/mɪl/	En mild krem.	audio/forvo_no/no_mild_3243182_001.mp3
adjective	strong	sterk	/stæʂk/	En sterk salve.	audio/forvo_no/no_sterk_691825_001.mp3
adjective	drowsy	søvnig	/ˈsøːʋnɪ/	Jeg blir søvnig av den.	audio/forvo_no/no_s_vnig_805126_001.mp3
adjective	itchy	kløende	/ˈkløːənə/	Huden er kløende.	
expression	I need something for a cold.	Jeg trenger noe mot forkjølelse.	/jæɪ ˈtrɛŋər nuːə muːt ˈfuːrçøːləsə/	Jeg trenger noe mot forkjølelse.	
expression	Do I need a prescription?	Trenger jeg resept?	/ˈtrɛŋər jæɪ reˈsɛpt/	Trenger jeg resept for dette?	
expression	How often should I take it?	Hvor ofte skal jeg ta det?	/ʋuːr ˈɔftə skɑl jæɪ tɑ deː/	Hvor ofte skal jeg ta det?	
expression	Are there side effects?	Er det bivirkninger?	/æːr deː ˈbiːʋɪʈkniŋər/	Er det bivirkninger?	
expression	Can I take this with food?	Kan jeg ta dette med mat?	/kɑn jæɪ tɑ ˈdɛtə meː mɑːt/	Kan jeg ta dette med mat?	
noun	pharmacist	en farmasøyt	/fɑrmɑˈsøyːt/	Farmasøyten gir råd.	audio/forvo_no/no_farmas_yt_3243571_001.mp3
noun	counter	en disk	/dɪsk/	Gå til disken.	audio/forvo_no/no_disk_1671519_001.mp3
noun	queue	en kø	/køː/	Det er kø på apoteket.	
noun	allergy season	en allergisesong	/ɑlɛrˈɡiːˌseːsɔŋ/	Allergisesongen er i gang.	
noun	sore muscle	en øm muskel	/ˈøːm ˈmʉskəl/	Jeg har en øm muskel.	
noun	headache tablet	en hodepinemedisin	/ˈhuːdəˌpiːnəˌmɛdɪsiːn/	Hodepinemedisin hjelper.	
noun	travel sickness	en reisesyke	/ˈræɪsəˌsyːkə/	Noe mot reisesyke, takk.	audio/forvo_no/no_reisesyke_6366790_001.mp3
verb	to pick up prescription	å hente resept, henter resept, hentet resept, har hentet resept	/ˈhɛnːtə reˈsɛpt/	Jeg skal hente resepten.	
verb	to recommend	å anbefale, anbefaler, anbefalte, har anbefalt	/ˈɑnbəˌfɑːlə/	Kan du anbefale noe?	
adjective	available	tilgjengelig	/tɪlˈjɛŋəlɪ/	Denne er tilgjengelig.	audio/forvo_no/no_tilgjengelig_1671016_001.mp3
expression	Do you have this in stock?	Har dere denne på lager?	/hɑr ˈdeːrə ˈdɛnːə pɔː ˈlɑːɡər/	Har dere denne på lager?	
expression	Can you show me how to use it?	Kan du vise meg hvordan jeg bruker det?	/kɑn dʉ ˈʋiːsə mæɪ ˈʋuːrdɑn jæɪ ˈbrʉːkər deː/	Kan du vise meg hvordan jeg bruker det?	
noun	pain gel	en smertelindrende gel	/ˈsmæʈtəˌlɪnːdrənə ʝeːl/	Smertelindrende gel kan hjelpe.	
noun	eye wash	en øyeskyll	/ˈøyəˌʂʏl/	Jeg trenger øyeskyll.	
noun	toothpaste	en tannkrem	/ˈtɑnːˌkreːm/	Jeg trenger tannkrem.	audio/forvo_no/no_tannkrem_2349272_001.mp3
noun	toothbrush	en tannbørste	/ˈtɑnːˌbœʂtə/	Tannbørsten er utslitt.	audio/forvo_no/no_tannb_rste_2349273_001.mp3
noun	mouthwash	en munnskyll	/ˈmʉnːˌʂʏl/	Jeg bruker munnskyll.	
verb	to renew prescription	å fornye resept, fornyer resept, fornyet resept, har fornyet resept	/fɔrˈnyːə reˈsɛpt/	Jeg må fornye resepten.	
adjective	out of stock	utsolgt	/ˈʉtˌsɔlkt/	Den er utsolgt.	audio/forvo_no/no_utsolgt_4764775_001.mp3
expression	Can I talk to a pharmacist?	Kan jeg snakke med en farmasøyt?	/kɑn jæɪ ˈsnɑkːə meː en fɑrmɑˈsøyːt/	Kan jeg snakke med en farmasøyt?	
